path,relative_path,category,file_size,file_size_human,compressed_size,extension
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/up_button.png,resourcepacks,285,285 B,295,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/halloween_2015/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/halloween_2015/icon.png,global_packs,241,241 B,251,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/microphone_off.png,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/microphone_off.png,global_packs,215,215 B,222,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/4_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/4_key_pressed.png,resourcepacks,767,767 B,728,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f_key_pressed.png,resourcepacks,388,388 B,398,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/left_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/left_trigger_pressed.png,resourcepacks,302,302 B,312,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_left_pressed.png,resourcepacks,412,412 B,422,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/left_stick_button_pressed.png,resourcepacks,6799,6.64 KB,1432,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/caribbean/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/caribbean/icon.png,global_packs,746,746 B,756,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/backspace_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/backspace_key.png,resourcepacks,741,741 B,701,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/touchpad.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/touchpad.png,resourcepacks,287,287 B,297,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/psvita/left_trigger.png,resourcepacks,266,266 B,276,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/start_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/start_button_pressed.png,resourcepacks,360,360 B,370,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/other_volume.png,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/other_volume.png,global_packs,166,166 B,175,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_base_focused.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_base_focused.png,resourcepacks,491,491 B,501,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/dpad_down.png,resourcepacks,268,268 B,278,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/unknown.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/unknown.png,resourcepacks,309,309 B,319,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/back_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/back_button.png,resourcepacks,318,318 B,328,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/dpad_up.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/dpad_up.png,resourcepacks,406,406 B,416,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f4_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/f4_key_pressed.png,resourcepacks,397,397 B,407,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/back_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/back_button.png,resourcepacks,402,402 B,412,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_4_hd.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_4_hd.json,resourcepacks,10282,10.04 KB,519,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f3_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f3_key.png,resourcepacks,777,777 B,728,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/esc_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/esc_key.png,resourcepacks,379,379 B,389,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/right_trigger_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/right_trigger_pressed.png,resourcepacks,299,299 B,309,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/dpad_left_pressed.png,resourcepacks,385,385 B,395,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/hd/right_stick.png,resourcepacks,371,371 B,381,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/down_button.png,resourcepacks,395,395 B,405,.png
overrides/config/modpack_defaults/config/moreculling.toml,config/modpack_defaults/config/moreculling.toml,config,568,568 B,274,.toml
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f12_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/f12_key.png,resourcepacks,777,777 B,731,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/caps_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/caps_key_pressed.png,resourcepacks,358,358 B,368,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/4_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/4_key.png,resourcepacks,312,312 B,322,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/right_stick_pressed_left.png,resourcepacks,396,396 B,406,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_bumper_pressed.png,resourcepacks,387,387 B,397,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/animated/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/animated/icon.png,global_packs,56008,54.70 KB,55969,.png
overrides/resourcepacks/Clean World Loading/assets/legacy/lang/pt_br.json,resourcepacks/Clean World Loading/assets/legacy/lang/pt_br.json,resourcepacks,100,100 B,75,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_scroll_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_scroll_down.png,resourcepacks,668,668 B,678,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/d_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/d_key.png,resourcepacks,382,382 B,392,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/x_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/x_key_pressed.png,resourcepacks,398,398 B,408,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/down_button_pressed.png,resourcepacks,422,422 B,432,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/hd/dpad_left_pressed.png,resourcepacks,4344,4.24 KB,1800,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_scroll.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/mouse_scroll.png,resourcepacks,673,673 B,683,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/up_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/up_button_pressed.png,resourcepacks,313,313 B,323,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/sd/right_stick_button_pressed.png,resourcepacks,257,257 B,267,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/left_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/left_button.png,resourcepacks,495,495 B,505,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/warped-forest.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/container/how_to_play/warped-forest.png,global_packs,426405,416.41 KB,426501,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/e_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/e_key_pressed.png,resourcepacks,385,385 B,395,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/back_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/back_button_pressed.png,resourcepacks,284,284 B,294,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/n7/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/n7/comparison.png,global_packs,83719,81.76 KB,83754,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/default_11.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/default_11.json,resourcepacks,3749,3.66 KB,1144,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/up_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/up_key.png,resourcepacks,299,299 B,309,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/whats_new.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/whats_new.json,global_packs,686,686 B,237,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/pg_up_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/pg_up_key_pressed.png,resourcepacks,341,341 B,351,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/x_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/x_key.png,resourcepacks,315,315 B,325,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/up_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/up_button.png,resourcepacks,354,354 B,364,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/natural/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/natural/icon.png,global_packs,3423,3.34 KB,3433,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/right_stick_pressed_right.png,resourcepacks,294,294 B,302,.png
overrides/resourcepacks/Tooltips Enhanced/pack.png,resourcepacks/Tooltips Enhanced/pack.png,resourcepacks,479,479 B,489,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/delete_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/delete_key.png,resourcepacks,354,354 B,364,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_control_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_control_key.png,resourcepacks,815,815 B,779,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/down_button.png,resourcepacks,280,280 B,290,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/right_stick_pressed_right.png,resourcepacks,265,265 B,274,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_left_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_left_pressed.png,resourcepacks,236,236 B,246,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/defaultslim/skinpacks/1/slimari.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/defaultslim/skinpacks/1/slimari.cpmmodel,global_packs,8852,8.64 KB,7549,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/7_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/7_key_pressed.png,resourcepacks,392,392 B,402,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_bracket_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_bracket_key_pressed.png,resourcepacks,377,377 B,387,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/right_stick_pressed_left.png,resourcepacks,684,684 B,694,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/dpad_up_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/sd/dpad_up_pressed.png,resourcepacks,200,200 B,206,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/city/comparison.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/city/comparison.png,global_packs,81260,79.36 KB,81290,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_shift_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/right_shift_key.png,resourcepacks,826,826 B,793,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_bumper_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_bumper_pressed.png,resourcepacks,395,395 B,405,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/steam_hd.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/steam_hd.json,resourcepacks,10028,9.79 KB,503,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/7_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/7_key.png,resourcepacks,752,752 B,714,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/down_button.png,resourcepacks,455,455 B,465,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_down.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/fhd/dpad_down.png,resourcepacks,408,408 B,416,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/right_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/right_button.png,resourcepacks,360,360 B,370,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/super_mario/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/super_mario/icon.png,global_packs,182,182 B,191,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/a_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/a_key.png,resourcepacks,753,753 B,712,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/1_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/1_key.png,resourcepacks,298,298 B,308,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/pg_down_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/pg_down_key.png,resourcepacks,328,328 B,338,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/loading1.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/intro/loading1.png,global_packs,439,439 B,214,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/festive-grain.cpmmodel,global_packs/required_resources/rcr-neoforge/assets/namemc-packs/skinpacks/festive-grain.cpmmodel,global_packs,6118,5.97 KB,5776,.cpmmodel
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/back_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/back_button_pressed.png,resourcepacks,317,317 B,327,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/dpad_right_pressed.png,resourcepacks,320,320 B,330,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/back_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/back_button.png,resourcepacks,392,392 B,402,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/guide_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/guide_button.png,resourcepacks,386,386 B,396,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/left_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/x360/left_stick_button_pressed.png,resourcepacks,461,461 B,471,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/end_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/end_key_pressed.png,resourcepacks,391,391 B,401,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_trigger.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps5/hd/left_trigger.png,resourcepacks,354,354 B,364,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/capture_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/capture_button_pressed.png,resourcepacks,480,480 B,490,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_button_pressed.png,resourcepacks,469,469 B,479,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/left_stick.png,resourcepacks,327,327 B,337,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/beta/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/beta/icon.png,global_packs,312,312 B,322,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/sd/dpad_left.png,resourcepacks,232,232 B,241,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/backslash_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/backslash_key.png,resourcepacks,318,318 B,328,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/w_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/w_key_pressed.png,resourcepacks,324,324 B,334,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/up_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/up_button_pressed.png,resourcepacks,353,353 B,363,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_bumper.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/hd/right_bumper.png,resourcepacks,301,301 B,311,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/illagers.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/illagers.json,global_packs,1537,1.50 KB,293,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/backspace_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/backspace_key_pressed.png,resourcepacks,753,753 B,714,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_alt_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/left_alt_key_pressed.png,resourcepacks,416,416 B,426,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/comma_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/comma_key_pressed.png,resourcepacks,311,311 B,321,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps4/sd/dpad_left.png,resourcepacks,312,312 B,322,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/down_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/sd/down_button_pressed.png,resourcepacks,380,380 B,390,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/down_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/wii_u/down_button.png,resourcepacks,311,311 B,321,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/discs/lang/en_us.json,global_packs/required_resources/rcr-neoforge/assets/discs/lang/en_us.json,global_packs,61,61 B,65,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/microphone.png,global_packs/required_resources/rcr-neoforge/assets/voicechat/textures/icons/microphone.png,global_packs,188,188 B,198,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/dpad_right_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/switch/hd/dpad_right_pressed.png,resourcepacks,6702,6.54 KB,1311,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/plus_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/plus_key_pressed.png,resourcepacks,269,269 B,279,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/right_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/right_button_pressed.png,resourcepacks,398,398 B,405,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/piglins.json,global_packs/required_resources/rcr-neoforge/assets/legacy/ui_definitions/how_to_play/piglins.json,global_packs,1129,1.10 KB,393,.json
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/faithful/icon.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/comparisons/faithful/icon.png,global_packs,465,465 B,475,.png
overrides/global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/sprites/widget/tickbox_hovered.png,global_packs/required_resources/rcr-neoforge/assets/legacy/textures/gui/sprites/sprites/widget/tickbox_hovered.png,global_packs,96,96 B,102,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_3.json,resourcepacks/Tooltips Enhanced/assets/legacy/font/playstation_3.json,resourcepacks,9928,9.70 KB,497,.json
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/right_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/right_stick_button.png,resourcepacks,485,485 B,495,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_stick_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/right_stick_button_pressed.png,resourcepacks,688,688 B,698,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_stick.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/steam/right_stick.png,resourcepacks,618,618 B,628,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/start_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/start_button.png,resourcepacks,419,419 B,429,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/right_stick_pressed_right.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/stadia/hd/right_stick_pressed_right.png,resourcepacks,595,595 B,605,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/return_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/sd/return_key_pressed.png,resourcepacks,353,353 B,363,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/right_stick_pressed_left.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/right_stick_pressed_left.png,resourcepacks,373,373 B,382,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/5_key_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/5_key_pressed.png,resourcepacks,402,402 B,412,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/equals_key.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/kbm/hd/equals_key.png,resourcepacks,319,319 B,329,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/left_button_pressed.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/xone/left_button_pressed.png,resourcepacks,383,383 B,393,.png
overrides/resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_stick_button.png,resourcepacks/Tooltips Enhanced/assets/legacy/textures/component/ps3/sd/left_stick_button.png,resourcepacks,258,258 B,267,.png
